"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2018-07-04","'3140J8GV9'","MBS","FNMA MORTPASS 3% 07/47","30yr",,,,,"74946081144.21",,,,,,"Y"
"2018-07-04","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"52626568866.05",,,,,,"Y"
"2018-07-04","'3138EQKR2'","MBS","FNMA MORTPASS 3% 07/43","30yr",,,,,"36817685310.35",,,,,,"Y"
"2018-07-04","'3138EQK35'","MBS","FNMA MORTPASS 3% 08/43","30yr",,,,,"36526359583.06",,,,,,"Y"
"2018-07-04","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"35033101214.63",,,,,,"Y"
"2018-07-04","'3138ETKF2'","MBS","FNMA MORTPASS 3% 02/44","30yr",,,,,"32742416332.24",,,,,,"Y"
"2018-07-04","'3140J8GW7'","MBS","FNMA MORTPASS 3.5% 10/47","30yr",,,,,"30456102002.07",,,,,,"Y"
"2018-07-04","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"26562839793.24",,,,,,"Y"
"2018-07-04","'3140J8BU6'","MBS","FNMA MORTPASS 3.5% 12/46","30yr",,,,,"23972015560.06",,,,,,"Y"
"2018-07-04","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"22861056106.34",,,,,,"Y"
"2018-07-04","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"22740690519.41",,,,,,"Y"
"2018-07-04","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"20206002828.35",,,,,,"Y"
"2018-07-04","'3138ETKG0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"17824412484.84",,,,,,"Y"
"2018-07-04","'3138ETP75'","MBS","FNMA MORTPASS 3.5% 12/45","30yr",,,,,"17742575077.72",,,,,,"Y"
"2018-07-04","'3138ETKK1'","MBS","FNMA MORTPASS 3.5% 01/44","30yr",,,,,"16548919077.34",,,,,,"Y"
"2018-07-04","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"16506865037.74",,,,,,"Y"
"2018-07-04","'3138ETE44'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"15515220845.28",,,,,,"Y"
"2018-07-04","'3138ETP26'","MBS","FNMA MORTPASS 3.5% 09/45","30yr",,,,,"13516100737.61",,,,,,"Y"
